listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,rule_quality_score,rule_decision,auto_suggested_quality_score_0_100,auto_suggested_listing_decision,age_policy_applied_to_suggestion,high_deviation_flag,used_flag,premium_tier_flag,borderline_flag,priority_score,selection_reason,review_batch,review_status,reviewer_name,review_date,final_quality_score_0_100,final_listing_decision,final_reviewer_note,label_source
L0620,L0244,synthetic,Nike,Activewear,Polyester,M,Used,3,8,3,0,9576,467,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0633,L0341,synthetic,Fabindia,Kurta,Linen,M,Used,3,5,2,0,9484,632,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0641,L0350,synthetic,Prada,Dress,Silk,XS,Used,3,8,3,0,29217,2345,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0661,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,9,3,0,9720,761,Tier 4,17.0769,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0663,L0004,synthetic,Gucci,Jacket,Leather,S,Used,3,5,2,0,55697,4685,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0674,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,3,6,2,0,5217,466,Tier 4,33.1429,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0696,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Used,3,6,2,0,28010,1645,Tier 5,21.6667,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0705,L0317,synthetic,Mango,Dress,Linen,M,Used,3,9,3,0,9123,346,Tier 4,30.8,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0719,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,3,9,3,0,5950,454,Tier 4,29.7143,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0720,L0193,synthetic,Anita Dongre,Saree,Silk,M,Used,3,6,2,0,65255,8676,Tier 5,31.4545,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0742,L0086,synthetic,Flying Machine,Jeans,Denim,L,Like New,2,12,4,1,3020,1088,Tier 3,580,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L0768,L0077,synthetic,AND,Dress,Cotton,M,Used,3,7,3,0,5382,398,Tier 4,13.7143,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0770,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,3,7,3,0,8756,676,Tier 4,22.9091,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0779,L0073,synthetic,Under Armour,Activewear,Polyester,M,Used,3,7,3,0,6849,395,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0810,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,3,7,3,0,27829,2779,Tier 5,15.7917,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0816,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,6,2,0,11285,1122,Tier 4,32,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0827,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,Used,3,6,2,0,86960,5554,Tier 5,15.8485,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L0834,L0153,synthetic,Sabyasachi,Lehenga,Silk,XL,Used,3,7,3,0,91935,5096,Tier 5,21.6,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0839,L0243,synthetic,Mango,Dress,Linen,S,Used,3,4,2,0,9977,705,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0844,L0343,synthetic,Nike,Activewear,Polyester,M,Used,3,8,3,0,9003,715,Tier 4,30,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0855,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,9,3,0,151006,8848,Tier 5,14.0971,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0862,L0325,synthetic,Versace,Dress,Silk,S,Used,3,4,2,0,32087,2660,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0863,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,3,5,2,0,17829,1572,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0868,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,3,4,2,0,31629,2874,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0869,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,6,2,0,12623,1214,Tier 4,27.7895,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0887,L0061,synthetic,Gucci,Jacket,Leather,M,Used,3,9,3,0,107649,4991,Tier 5,31.6301,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0894,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,3,8,3,0,9679,500,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0898,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,3,7,3,0,35894,2548,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0914,L0104,synthetic,AND,Dress,Cotton,M,Used,3,7,3,0,5695,224,Tier 4,25.3333,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0915,L0315,synthetic,Mufti,Shirt,Cotton,M,Used,3,5,2,0,5416,364,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L0920,L0061,synthetic,Gucci,Jacket,Leather,M,Used,3,7,3,0,127884,9849,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0925,L0261,synthetic,Prada,Dress,Silk,S,Used,3,9,3,0,28236,1586,Tier 5,16.5263,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L0937,L0325,synthetic,Versace,Dress,Silk,M,Used,3,5,2,0,32881,4047,Tier 5,26.4688,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L0964,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,Used,3,8,3,0,87555,4262,Tier 5,31.2581,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L0986,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,6,2,0,46080,4283,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L1042,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,3,4,2,0,18045,1136,Tier 5,18.8571,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L1065,L0305,synthetic,Zudio,Shirt,Polyester,S,Like New,2,10,4,1,1241,447,Tier 2,645,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1072,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Like New,2,11,4,1,251,91,Tier 1,810,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1073,L0291,synthetic,Fabindia,Kurta,Linen,M,Used,3,9,3,0,8335,499,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1118,L0010,synthetic,Anita Dongre,Saree,Silk,M,Used,3,6,2,0,67912,8021,Tier 5,16.2464,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L1123,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,3,6,2,0,78542,10050,Tier 5,25.625,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L1144,L0143,synthetic,Prada,Dress,Silk,M,Used,3,9,3,0,71467,5699,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1191,L0270,synthetic,Manyavar,Ethnic Wear,Silk,XS,Used,3,8,3,0,8197,424,Tier 4,15.2,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L1209,L0330,synthetic,Style Bazaar,Top,Cotton,S,Like New,2,10,4,1,1419,133,Tier 2,90,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1213,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,6,2,0,10622,736,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L1214,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,9,3,0,10572,406,Tier 4,26.1818,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L1228,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,2,10,4,1,1751,631,Tier 2,688.75,8,12,45,65,35,Reject,35,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,35,Reject,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1233,L0143,synthetic,Prada,Dress,Silk,M,Used,3,7,3,0,67300,3977,Tier 5,13.5435,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L1234,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,3,8,3,0,89851,10595,Tier 5,30.8025,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L1262,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,7,3,0,11019,626,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1265,L0078,synthetic,Nicobar,Dress,Linen,S,Used,3,6,2,0,7989,512,Tier 4,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L1271,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,3,9,3,0,8993,708,Tier 4,28.7273,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L1300,L0183,synthetic,Gucci,Jacket,Leather,M,Used,3,5,2,0,134580,10894,Tier 5,0,18,4,0,22,78,Approve,78,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,78,Approve,Condition penalty -18; Age penalty -4,human_reviewed
L1319,L0146,synthetic,Nalli,Saree,Silk,M,Used,3,7,3,0,7430,383,Tier 4,14.8889,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L1320,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,3,9,3,0,31083,2425,Tier 5,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1330,L0244,synthetic,Nike,Activewear,Polyester,XS,Used,3,8,3,0,10163,784,Tier 4,30.6667,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L1358,L0348,synthetic,Sabyasachi,Saree,Silk,L,Used,3,5,2,0,29285,3362,Tier 5,12.0667,18,4,12,34,66,Review,66,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,66,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -12,human_reviewed
L1371,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,3,9,3,0,10118,617,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1394,L0240,synthetic,Marks & Spencer,Dress,Cotton,S,Used,3,8,3,0,8208,340,Tier 4,24.4444,18,8,20,46,54,Review,54,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,54,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -20,human_reviewed
L1412,L0159,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Used,3,8,3,0,6023,309,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L1431,L0171,synthetic,Pantaloons,Jeans,Denim,L,Like New,2,13,4,1,1054,84,Tier 1,110,8,16,45,69,31,Reject,31,Reject,0,1,0,0,0,6,older_listing_10plus|high_deviation_over_35,batch_01,reviewed,Anmol,3/13/26,31,Reject,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal,human_reviewed
L1476,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,3,9,3,0,29663,1717,Tier 5,18.2381,18,8,12,38,62,Review,62,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,62,Review,Condition penalty -18; Age penalty -8; Price deviation penalty -12,human_reviewed
L1485,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,3,6,2,0,77687,10524,Tier 5,33.2152,18,4,20,42,58,Review,58,Review,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,58,Review,Condition penalty -18; Age penalty -4; Price deviation penalty -20,human_reviewed
L1490,L0076,synthetic,House of Masaba,Saree,Silk,M,Used,3,8,3,0,12492,850,Tier 4,0,18,8,0,26,74,Approve,74,Approve,0,0,1,1,1,6,used_condition|premium_tier_4_or_5|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,74,Approve,Condition penalty -18; Age penalty -8,human_reviewed
L0493,L0081,synthetic,FBB,Kurta,Cotton,M,Used,3,9,3,0,949,342,Tier 1,1040,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0501,L0059,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,4752,1711,Tier 3,327.75,0,0,45,45,55,Reject,55,Reject,0,1,0,0,1,5,high_deviation_over_35|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0544,L0244,synthetic,Nike,Activewear,Polyester,M,Like New,2,7,3,0,10990,3957,Tier 4,365.5294,8,8,45,61,39,Reject,39,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,39,Reject,Condition penalty -8; Age penalty -8; Price deviation penalty -45,human_reviewed
L0630,L0082,synthetic,Aurelia,Ethnic Wear,Cotton,M,Used,3,8,3,0,1491,537,Tier 2,795,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0634,L0271,synthetic,Nike,Activewear,Polyester,S,Like New,2,4,2,0,8648,3114,Tier 4,315.2,8,4,45,57,43,Reject,43,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,43,Reject,Condition penalty -8; Age penalty -4; Price deviation penalty -45,human_reviewed
L0690,L0363,synthetic,HRX,Activewear,Polyester,L,Like New,2,6,2,0,5869,2113,Tier 4,322.6,8,4,45,57,43,Reject,43,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,43,Reject,Condition penalty -8; Age penalty -4; Price deviation penalty -45,human_reviewed
L0725,L0081,synthetic,FBB,Kurta,Cotton,M,Used,3,7,3,0,1013,365,Tier 1,1116.6667,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0733,L0058,synthetic,Roadster,Shirt,Cotton,M,Used,3,6,2,0,1169,421,Tier 1,952.5,18,4,45,67,33,Reject,33,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,33,Reject,Condition penalty -18; Age penalty -4; Price deviation penalty -45,human_reviewed
L0735,L0038,synthetic,Armani,Jacket,Leather,S,Like New,2,9,3,0,42652,15355,Tier 5,226.7021,8,8,45,61,39,Reject,39,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,39,Reject,Condition penalty -8; Age penalty -8; Price deviation penalty -45,human_reviewed
L0741,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2,1,0,3099,1116,Tier 3,272,0,0,45,45,55,Reject,55,Reject,0,1,0,0,1,5,high_deviation_over_35|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0776,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,2,7,3,0,8626,3106,Tier 4,343.7143,8,8,45,61,39,Reject,39,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,39,Reject,Condition penalty -8; Age penalty -8; Price deviation penalty -45,human_reviewed
L0809,L0214,synthetic,Bewakoof,Activewear,Polyester,S,New,1,1,1,0,1663,599,Tier 2,444.5455,0,0,45,45,55,Reject,55,Reject,0,1,0,0,1,5,high_deviation_over_35|borderline_review_case,batch_01,reviewed,Anmol,3/13/26,55,Reject,Price deviation penalty -45,human_reviewed
L0822,L0133,synthetic,H&M,Dress,Cotton,XL,Used,3,7,3,0,1580,569,Tier 2,712.8571,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0854,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,2,6,2,0,5847,2105,Tier 4,321,8,4,45,57,43,Reject,43,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,43,Reject,Condition penalty -8; Age penalty -4; Price deviation penalty -45,human_reviewed
L0873,L0007,synthetic,Zara,Dress,Linen,L,Like New,2,1,1,0,10907,3927,Tier 4,227.25,8,0,45,53,47,Reject,47,Reject,0,1,0,1,0,5,high_deviation_over_35|premium_tier_4_or_5,batch_01,reviewed,Anmol,3/13/26,47,Reject,Condition penalty -8; Price deviation penalty -45,human_reviewed
L0882,L0178,synthetic,Adidas,Activewear,Polyester,S,Used,3,8,3,0,3735,1345,Tier 3,647.2222,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
L0910,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,7,3,0,4959,1786,Tier 3,614.4,18,8,45,71,29,Reject,29,Reject,0,1,1,0,0,5,high_deviation_over_35|used_condition,batch_01,reviewed,Anmol,3/13/26,29,Reject,Condition penalty -18; Age penalty -8; Price deviation penalty -45,human_reviewed
