listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note
L0690,L0363,synthetic,HRX,Activewear,Polyester,L,Like New,2,6,2,0,active_current_cycle,0,5869,2113,Tier 4,322.6,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L0692,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,44923,4326,Tier 5,27.2353,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0695,L0205,synthetic,Rangriti,Kurta,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1537,59,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0696,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Used,3,6,2,0,active_current_cycle,0,28010,1645,Tier 5,21.6667,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0697,L0013,synthetic,GAP,Jeans,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,6837,346,Tier 4,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0699,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,3,11,4,1,needs_reapproval_or_removal,0,88741,3408,Tier 5,38.0364,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0701,L0095,synthetic,Neeru's,Ethnic Wear,Silk,M,Used,3,10,4,1,needs_reapproval_or_removal,0,13317,603,Tier 4,24.625,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0702,L0220,synthetic,Anouk,Kurta,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,3790,108,Tier 3,28.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0705,L0317,synthetic,Mango,Dress,Linen,M,Used,3,9,3,0,active_current_cycle,0,9123,346,Tier 4,30.8,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0707,L0215,synthetic,Highlander,Jeans,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,2196,43,Tier 2,28.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0710,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,0,9714,399,Tier 4,20.2,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0713,L0226,synthetic,Mufti,Shirt,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,5521,840,Tier 4,180.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0714,L0231,synthetic,Nalli,Saree,Silk,L,Used,3,5,2,0,active_current_cycle,0,9486,3415,Tier 4,355.3333,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0719,L0365,synthetic,Mufti,Shirt,Cotton,S,Used,3,9,3,0,active_current_cycle,0,5950,454,Tier 4,29.7143,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0720,L0193,synthetic,Anita Dongre,Saree,Silk,M,Used,3,6,2,0,active_current_cycle,0,65255,8676,Tier 5,31.4545,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0724,L0350,synthetic,Prada,Dress,Silk,S,Like New,2,7,3,0,active_current_cycle,0,32750,1797,Tier 5,38.0345,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0725,L0081,synthetic,FBB,Kurta,Cotton,M,Used,3,7,3,0,active_current_cycle,0,1013,365,Tier 1,1116.6667,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0726,L0333,synthetic,Libas,Kurta,Cotton,S,Used,3,14,4,1,needs_reapproval_or_removal,0,2838,149,Tier 3,14.6154,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0732,L0316,synthetic,Fabindia,Kurta,Linen,S,Used,3,13,4,1,needs_reapproval_or_removal,0,9201,463,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0733,L0058,synthetic,Roadster,Shirt,Cotton,M,Used,3,6,2,0,active_current_cycle,0,1169,421,Tier 1,952.5,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0735,L0038,synthetic,Armani,Jacket,Leather,S,Like New,2,9,3,0,active_current_cycle,0,42652,15355,Tier 5,226.7021,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L0738,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,S,Used,3,11,4,1,needs_reapproval_or_removal,0,21177,1031,Tier 5,20.6923,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0741,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2,1,0,active_current_cycle,0,3099,1116,Tier 3,272.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0742,L0086,synthetic,Flying Machine,Jeans,Denim,L,Like New,2,12,4,1,needs_reapproval_or_removal,0,3020,1088,Tier 3,580.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0748,L0293,synthetic,GAP,Jeans,Denim,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,7333,526,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0754,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,3,11,4,1,needs_reapproval_or_removal,0,27385,1033,Tier 5,39.2353,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0755,L0073,synthetic,Under Armour,Activewear,Polyester,M,New,1,1,1,0,active_current_cycle,0,6597,1883,Tier 4,169.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0762,L0183,synthetic,Gucci,Jacket,Leather,M,Used,3,4,2,0,active_current_cycle,0,114029,24138,Tier 5,117.4595,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0764,L0114,synthetic,GAP,Jeans,Denim,L,Used,3,15,4,1,needs_reapproval_or_removal,0,6391,828,Tier 4,136.5714,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L0768,L0077,synthetic,AND,Dress,Cotton,M,Used,3,7,3,0,active_current_cycle,0,5382,398,Tier 4,13.7143,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0770,L0366,synthetic,Fabindia,Kurta,Linen,M,Used,3,7,3,0,active_current_cycle,0,8756,676,Tier 4,22.9091,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0771,L0093,synthetic,Prada,Dress,Silk,M,Used,3,10,4,1,needs_reapproval_or_removal,0,84699,20375,Tier 5,179.1096,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0773,L0124,synthetic,Gucci,Jacket,Leather,S,Used,3,5,2,0,active_current_cycle,0,66897,24083,Tier 5,270.5077,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0776,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,2,7,3,0,active_current_cycle,0,8626,3106,Tier 4,343.7143,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L0777,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,3,10,4,1,needs_reapproval_or_removal,0,1478,37,Tier 2,26.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0779,L0073,synthetic,Under Armour,Activewear,Polyester,M,Used,3,7,3,0,active_current_cycle,0,6849,395,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0780,L0340,synthetic,Mufti,Shirt,Cotton,L,New,1,3,1,0,active_current_cycle,0,5126,1846,Tier 4,235.6364,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0783,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,2,7,3,0,active_current_cycle,0,8567,340,Tier 4,38.1818,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0785,L0046,synthetic,Calvin Klein,Jacket,Denim,S,Used,3,10,4,1,needs_reapproval_or_removal,0,7492,596,Tier 4,19.2,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0793,L0219,synthetic,Global Desi,Dress,Linen,S,Like New,2,15,4,1,needs_reapproval_or_removal,0,5419,351,Tier 4,0.0,8,16,0,24,76,Review,1,Review,1,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal
L0795,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,2,5,2,0,active_current_cycle,0,8637,1026,Tier 4,36.8,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L0797,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,3,6,2,0,active_current_cycle,0,4242,348,Tier 3,39.2,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0803,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,2,9,3,0,active_current_cycle,0,75371,3788,Tier 5,37.9016,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0808,L0252,synthetic,Superdry,Jacket,Polyester,L,Used,3,10,4,1,needs_reapproval_or_removal,0,10092,777,Tier 4,19.5385,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0809,L0214,synthetic,Bewakoof,Activewear,Polyester,S,New,1,1,1,0,active_current_cycle,0,1663,599,Tier 2,444.5455,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0810,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,3,7,3,0,active_current_cycle,0,27829,2779,Tier 5,15.7917,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0815,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,3,11,4,1,needs_reapproval_or_removal,0,787,15,Tier 1,25.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0816,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,6,2,0,active_current_cycle,0,11285,1122,Tier 4,32.0,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0818,L0347,synthetic,Anita Dongre,Lehenga,Silk,M,Used,3,14,4,1,needs_reapproval_or_removal,0,21783,2171,Tier 5,27.7059,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0821,L0124,synthetic,Gucci,Jacket,Leather,XS,Like New,2,2,1,0,active_current_cycle,0,65955,12873,Tier 5,39.9239,8,0,30,38,62,Review,1,Review,1,Condition penalty -8; Price deviation penalty -30
L0822,L0133,synthetic,H&M,Dress,Cotton,XL,Used,3,7,3,0,active_current_cycle,0,1580,569,Tier 2,712.8571,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0827,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,Used,3,6,2,0,active_current_cycle,0,86960,5554,Tier 5,15.8485,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L0834,L0153,synthetic,Sabyasachi,Lehenga,Silk,XL,Used,3,7,3,0,active_current_cycle,0,91935,5096,Tier 5,21.6,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0839,L0243,synthetic,Mango,Dress,Linen,S,Used,3,4,2,0,active_current_cycle,0,9977,705,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0841,L0317,synthetic,Mango,Dress,Linen,M,Used,3,4,2,0,active_current_cycle,0,9637,947,Tier 4,35.2857,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0844,L0343,synthetic,Nike,Activewear,Polyester,M,Used,3,8,3,0,active_current_cycle,0,9003,715,Tier 4,30.0,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0849,L0245,synthetic,Adidas,Jacket,Polyester,M,New,1,2,1,0,active_current_cycle,0,11837,4262,Tier 4,204.4286,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0853,L0343,synthetic,Nike,Activewear,Polyester,XS,Like New,2,12,4,1,needs_reapproval_or_removal,0,10469,410,Tier 4,25.4545,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0854,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,2,6,2,0,active_current_cycle,0,5847,2105,Tier 4,321.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L0855,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,9,3,0,active_current_cycle,0,151006,8848,Tier 5,14.0971,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0858,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,2,13,4,1,needs_reapproval_or_removal,0,7963,362,Tier 4,27.6,8,16,20,44,56,Review,1,Review,1,Condition penalty -8; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0859,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,XS,Used,3,6,2,0,active_current_cycle,0,100829,14277,Tier 5,38.6117,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0862,L0325,synthetic,Versace,Dress,Silk,S,Used,3,4,2,0,active_current_cycle,0,32087,2660,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0863,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,3,5,2,0,active_current_cycle,0,17829,1572,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0864,L0097,synthetic,Sabyasachi,Lehenga,Silk,L,Used,3,12,4,1,needs_reapproval_or_removal,0,52176,18784,Tier 5,358.1463,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0866,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,3,11,4,1,needs_reapproval_or_removal,0,1662,81,Tier 2,35.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0867,L0248,synthetic,Under Armour,Activewear,Polyester,M,Used,3,14,4,1,needs_reapproval_or_removal,0,11311,553,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0868,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,3,4,2,0,active_current_cycle,0,31629,2874,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0869,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,6,2,0,active_current_cycle,0,12623,1214,Tier 4,27.7895,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0870,L0299,synthetic,Gucci,Jacket,Leather,M,Used,3,9,3,0,active_current_cycle,0,33985,7747,Tier 5,167.1379,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0872,L0350,synthetic,Prada,Dress,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,32753,2051,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0873,L0007,synthetic,Zara,Dress,Linen,L,Like New,2,1,1,0,active_current_cycle,0,10907,3927,Tier 4,227.25,8,0,45,53,47,Reject,2,Reject,2,Condition penalty -8; Price deviation penalty -45
L0875,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,New,1,1,1,0,active_current_cycle,0,76509,27544,Tier 5,133.4237,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0881,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,3,11,4,1,needs_reapproval_or_removal,0,518,8,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0882,L0178,synthetic,Adidas,Activewear,Polyester,S,Used,3,8,3,0,active_current_cycle,0,3735,1345,Tier 3,647.2222,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0885,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,3,14,4,1,needs_reapproval_or_removal,0,2386,71,Tier 2,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0887,L0061,synthetic,Gucci,Jacket,Leather,M,Used,3,9,3,0,active_current_cycle,0,107649,4991,Tier 5,31.6301,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0888,L0038,synthetic,Armani,Jacket,Leather,S,Used,3,13,4,1,needs_reapproval_or_removal,0,49662,3343,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0890,L0114,synthetic,GAP,Jeans,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,5573,2007,Tier 4,569.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0894,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,3,8,3,0,active_current_cycle,0,9679,500,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0896,L0184,synthetic,Bewakoof,Top,Polyester,S,Used,3,7,3,0,active_current_cycle,0,443,14,Tier 1,40.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L0898,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,3,7,3,0,active_current_cycle,0,35894,2548,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0899,L0283,synthetic,Max Fashion,Jeans,Denim,S,Used,3,13,4,1,needs_reapproval_or_removal,0,2803,139,Tier 3,15.8333,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0902,L0248,synthetic,Under Armour,Activewear,Polyester,L,Like New,2,10,4,1,needs_reapproval_or_removal,0,9897,650,Tier 4,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L0903,L0022,synthetic,Mufti,Shirt,Linen,L,Used,3,12,4,1,needs_reapproval_or_removal,0,3026,191,Tier 3,36.4286,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0904,L0021,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,3,4,2,0,active_current_cycle,0,71453,25724,Tier 5,252.3836,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0905,L0135,synthetic,Zara,Jacket,Denim,M,Used,3,10,4,1,needs_reapproval_or_removal,0,5393,221,Tier 4,26.3333,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0910,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,7,3,0,active_current_cycle,0,4959,1786,Tier 3,614.4,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0911,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Used,3,13,4,1,needs_reapproval_or_removal,0,9483,327,Tier 4,18.25,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L0913,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,11,4,1,needs_reapproval_or_removal,0,1311,34,Tier 2,15.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0914,L0104,synthetic,AND,Dress,Cotton,M,Used,3,7,3,0,active_current_cycle,0,5695,224,Tier 4,25.3333,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0915,L0315,synthetic,Mufti,Shirt,Cotton,M,Used,3,5,2,0,active_current_cycle,0,5416,364,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0916,L0067,synthetic,Anouk,Saree,Cotton,XS,Used,3,11,4,1,needs_reapproval_or_removal,0,2237,101,Tier 2,26.25,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0920,L0061,synthetic,Gucci,Jacket,Leather,M,Used,3,7,3,0,active_current_cycle,0,127884,9849,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L0923,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,3,11,4,1,needs_reapproval_or_removal,0,11435,320,Tier 4,36.0,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L0925,L0261,synthetic,Prada,Dress,Silk,S,Used,3,9,3,0,active_current_cycle,0,28236,1586,Tier 5,16.5263,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L0928,L0306,synthetic,Soch,Saree,Silk,L,Used,3,9,3,0,active_current_cycle,0,3759,109,Tier 3,35.8824,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L0931,L0181,synthetic,Red Tape,Shirt,Linen,S,Used,3,4,2,0,active_current_cycle,0,952,19,Tier 1,36.6667,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L0932,L0282,synthetic,Libas,Kurta,Cotton,L,Used,3,10,4,1,needs_reapproval_or_removal,0,2951,132,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0934,L0209,synthetic,Libas,Dress,Linen,S,Used,3,12,4,1,needs_reapproval_or_removal,0,2859,1030,Tier 3,635.7143,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0937,L0325,synthetic,Versace,Dress,Silk,M,Used,3,5,2,0,active_current_cycle,0,32881,4047,Tier 5,26.4688,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L0939,L0182,synthetic,H&M,Dress,Cotton,S,Used,3,11,4,1,needs_reapproval_or_removal,0,1527,37,Tier 2,26.0,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0941,L0317,synthetic,Mango,Dress,Linen,M,Used,3,10,4,1,needs_reapproval_or_removal,0,10720,904,Tier 4,29.1429,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0942,L0278,synthetic,Rangriti,Kurta,Cotton,XL,Used,3,9,3,0,active_current_cycle,0,1738,626,Tier 2,794.2857,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L0951,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,3,12,4,1,needs_reapproval_or_removal,0,79004,4016,Tier 5,18.0408,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L0952,L0131,synthetic,Fabindia,Kurta,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,3331,149,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0953,L0287,synthetic,Roadster,Jeans,Denim,M,Used,3,13,4,1,needs_reapproval_or_removal,0,3599,129,Tier 3,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L0955,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Used,3,13,4,1,needs_reapproval_or_removal,0,18567,1994,Tier 5,32.9333,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L0962,L0234,synthetic,AND,Dress,Linen,M,New,1,6,2,0,active_current_cycle,0,7182,1031,Tier 4,37.4667,0,4,30,34,66,Review,1,Review,1,Age penalty -4; Price deviation penalty -30
L0963,L0247,synthetic,Asics,Activewear,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,0,8668,318,Tier 4,20.5,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L0964,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,Used,3,8,3,0,active_current_cycle,0,87555,4262,Tier 5,31.2581,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L0969,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,0,29385,2367,Tier 5,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0970,L0256,synthetic,Tarun Tahiliani,Lehenga,Silk,XL,Used,3,6,2,0,active_current_cycle,0,27137,9770,Tier 5,248.9286,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
