listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L0777,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,10,1478,Tier 2,0.06,0.07,0.7,0.8,1,1,50,60,val
L0778,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,Like New,6,82370,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,8500,10800,train
L0779,L0073,synthetic,Under Armour,Activewear,Polyester,M,Used,7,6849,Tier 4,0.09,0.11,0.7,0.8,0.95,1,350,400,train
L0780,L0340,synthetic,Mufti,Shirt,Cotton,L,New,3,5126,Tier 4,0.09,0.11,1,1,1,1,450,550,train
L0781,L0224,synthetic,HRX,Activewear,Polyester,XL,Like New,5,5268,Tier 4,0.09,0.11,0.9,0.9,0.95,1,350,450,train
L0782,L0353,synthetic,Rangriti,Kurta,Cotton,L,Like New,1,2128,Tier 2,0.06,0.07,0.9,1,1,1,110,130,train
L0783,L0291,synthetic,Fabindia,Kurta,Linen,M,Like New,7,8567,Tier 4,0.09,0.11,0.9,0.8,1,1.03,550,700,train
L0784,L0073,synthetic,Under Armour,Activewear,Polyester,M,New,1,8016,Tier 4,0.09,0.11,1,1,0.95,1,700,850,train
L0785,L0046,synthetic,Calvin Klein,Jacket,Denim,S,Used,10,7492,Tier 4,0.09,0.11,0.7,0.8,1.05,1,400,500,train
L0786,L0056,synthetic,Bewakoof,Top,Polyester,S,Like New,4,582,Tier 1,0.05,0.06,0.9,0.9,1,1,20,30,train
L0787,L0253,synthetic,Raw Mango,Saree,Silk,S,Like New,4,19868,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2000,2600,train
L0788,L0116,synthetic,Under Armour,Activewear,Polyester,M,Like New,1,6222,Tier 4,0.09,0.11,0.9,1,0.95,1,500,600,train
L0789,L0054,synthetic,Adidas,Activewear,Polyester,S,Like New,4,3171,Tier 3,0.07,0.09,0.9,0.9,0.95,1,170,200,train
L0790,L0048,synthetic,Puma,Activewear,Polyester,M,Used,9,3289,Tier 3,0.07,0.09,0.7,0.8,0.95,1,120,160,val
L0791,L0223,synthetic,Roadster,Jeans,Denim,M,Like New,4,5002,Tier 4,0.09,0.11,0.9,0.9,0.95,1,350,400,train
L0792,L0153,synthetic,Sabyasachi,Lehenga,Silk,M,New,2,92556,Tier 5,0.11,0.14,1,1,1.1,1.05,11800,15000,train
L0793,L0219,synthetic,Global Desi,Dress,Linen,S,Like New,15,5419,Tier 4,0.09,0.11,0.9,0.7,1.05,1.03,350,400,test
L0794,L0106,synthetic,Nicobar,Dress,Linen,S,New,3,8062,Tier 4,0.09,0.11,1,1,1.05,1.03,800,950,train
L0795,L0242,synthetic,American Eagle,Jeans,Denim,M,Like New,5,8637,Tier 4,0.09,0.11,0.9,0.9,0.95,1,600,750,train
L0796,L0190,synthetic,Global Desi,Saree,Silk,M,Like New,4,1518,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,90,100,train
L0797,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,6,4242,Tier 3,0.07,0.09,0.7,0.9,0.95,1,180,250,test
L0798,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,8,1705,Tier 2,0.06,0.07,0.7,0.8,1,1,60,70,train
L0799,L0121,synthetic,Roadster,Shirt,Cotton,M,New,1,1348,Tier 2,0.06,0.07,1,1,1,1,80,90,train
L0800,L0265,synthetic,Balenciaga,Jacket,Leather,XS,Like New,4,33618,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3300,4200,train
L0801,L0109,synthetic,Zudio,Top,Cotton,M,New,2,775,Tier 1,0.05,0.06,1,1,1,1,40,50,test
L0802,L0133,synthetic,H&M,Dress,Cotton,S,Like New,9,1309,Tier 2,0.06,0.07,0.9,0.8,1.05,1,60,70,train
L0803,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,9,75371,Tier 5,0.11,0.14,0.9,0.8,1,1.03,6100,7800,train
L0804,L0289,synthetic,Flying Machine,Jeans,Denim,M,Like New,6,4980,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,350,test
L0805,L0136,synthetic,Uniqlo,Jacket,Polyester,M,Used,6,2030,Tier 2,0.06,0.07,0.7,0.9,1.05,1,80,90,train
L0806,L0074,synthetic,Reliance Trends,Top,Cotton,S,Used,9,655,Tier 1,0.05,0.06,0.7,0.8,1,1,20,20,train
L0807,L0244,synthetic,Nike,Activewear,Polyester,S,Like New,7,10943,Tier 4,0.09,0.11,0.9,0.8,0.95,1,650,800,train
L0808,L0252,synthetic,Superdry,Jacket,Polyester,L,Used,10,10092,Tier 4,0.09,0.11,0.7,0.8,1.05,1,550,650,train
L0809,L0214,synthetic,Bewakoof,Activewear,Polyester,S,New,1,1663,Tier 2,0.06,0.07,1,1,0.95,1,90,110,train
L0810,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,7,27829,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,1900,2400,train
L0811,L0269,synthetic,Biba,Kurta,Cotton,L,Like New,8,4794,Tier 3,0.07,0.09,0.9,0.8,1,1,250,300,test
L0812,L0185,synthetic,Reebok,Activewear,Polyester,L,New,3,2834,Tier 3,0.07,0.09,1,1,0.95,1,190,250,train
L0813,L0124,synthetic,Gucci,Jacket,Leather,S,New,3,70638,Tier 5,0.11,0.14,1,1,1.05,1.05,8600,10900,train
L0814,L0133,synthetic,H&M,Dress,Cotton,S,Like New,9,1289,Tier 2,0.06,0.07,0.9,0.8,1.05,1,60,70,train
L0815,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,11,787,Tier 1,0.05,0.06,0.7,0.7,1,1,20,20,train
L0816,L0068,synthetic,Masaba,Dress,Silk,M,Used,6,11285,Tier 4,0.09,0.11,0.7,0.9,1.05,1.05,700,850,val
L0817,L0364,synthetic,Flying Machine,Jeans,Denim,M,Like New,7,5772,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,450,train
L0818,L0347,synthetic,Anita Dongre,Lehenga,Silk,M,Used,14,21783,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1400,1700,val
L0819,L0305,synthetic,Zudio,Shirt,Polyester,M,Used,9,1426,Tier 2,0.06,0.07,0.7,0.8,1,1,50,60,train
L0820,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,S,New,2,1429,Tier 2,0.06,0.07,1,1,1,1,90,100,val
L0821,L0124,synthetic,Gucci,Jacket,Leather,XS,Like New,2,65955,Tier 5,0.11,0.14,0.9,1,1.05,1.05,7200,9200,train
L0822,L0133,synthetic,H&M,Dress,Cotton,XL,Used,7,1580,Tier 2,0.06,0.07,0.7,0.8,1.05,1,60,70,train
L0823,L0176,synthetic,Being Human,Top,Linen,S,Used,7,1118,Tier 1,0.05,0.06,0.7,0.8,1,1.03,30,40,train
L0824,L0088,synthetic,Suta,Saree,Linen,XS,Like New,5,3551,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,250,300,val
L0825,L0172,synthetic,Roadster,Jeans,Denim,XL,New,1,1288,Tier 2,0.06,0.07,1,1,0.95,1,70,90,train
L0826,L0170,synthetic,Indya,Jacket,Denim,S,Like New,7,1491,Tier 2,0.06,0.07,0.9,0.8,1.05,1,70,80,train
L0827,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,Used,6,86960,Tier 5,0.11,0.14,0.7,0.9,1.1,1,6600,8400,train
L0828,L0103,synthetic,Soch,Ethnic Wear,Cotton,XS,Like New,11,1033,Tier 1,0.05,0.06,0.9,0.7,1.1,1,40,40,train
L0829,L0042,synthetic,Soch,Ethnic Wear,Silk,S,Like New,7,1439,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,70,80,train
L0830,L0141,synthetic,Highlander,Top,Cotton,XL,Like New,6,708,Tier 1,0.05,0.06,0.9,0.9,1,1,30,30,train
L0831,L0207,synthetic,Soch,Ethnic Wear,Silk,M,Like New,5,2762,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,180,250,val
L0832,L0008,synthetic,Biba,Kurta,Silk,XS,Like New,4,1276,Tier 2,0.06,0.07,0.9,0.9,1,1.05,70,80,val
L0833,L0177,synthetic,Prada,Dress,Silk,S,New,2,98699,Tier 5,0.11,0.14,1,1,1.05,1.05,12000,15200,val
L0834,L0153,synthetic,Sabyasachi,Lehenga,Silk,XL,Used,7,91935,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,6500,8300,train
L0835,L0251,synthetic,Diesel,Jeans,Denim,M,Like New,6,12373,Tier 4,0.09,0.11,0.9,0.9,0.95,1,850,1000,train
L0836,L0068,synthetic,Masaba,Dress,Silk,M,New,2,11108,Tier 4,0.09,0.11,1,1,1.05,1.05,1100,1300,val
L0837,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,S,Used,4,1375,Tier 2,0.06,0.07,0.7,0.9,1,1,50,60,val
L0838,L0335,synthetic,Reliance Trends,Shirt,Cotton,L,Like New,9,2815,Tier 3,0.07,0.09,0.9,0.8,1,1,140,180,train
L0839,L0243,synthetic,Mango,Dress,Linen,S,Used,4,9977,Tier 4,0.09,0.11,0.7,0.9,1.05,1.03,600,750,train
L0840,L0052,synthetic,Nalli,Saree,Silk,L,Like New,3,7483,Tier 4,0.09,0.11,0.9,1,1.1,1.05,700,850,train
L0841,L0317,synthetic,Mango,Dress,Linen,M,Used,4,9637,Tier 4,0.09,0.11,0.7,0.9,1.05,1.03,600,700,val
L0842,L0104,synthetic,AND,Dress,Cotton,M,Like New,6,4318,Tier 3,0.07,0.09,0.9,0.9,1.05,1,250,350,train
L0843,L0247,synthetic,Asics,Activewear,Polyester,M,Like New,4,8136,Tier 4,0.09,0.11,0.9,0.9,0.95,1,550,700,val
L0844,L0343,synthetic,Nike,Activewear,Polyester,M,Used,8,9003,Tier 4,0.09,0.11,0.7,0.8,0.95,1,450,550,train
L0845,L0234,synthetic,AND,Dress,Linen,S,New,3,6530,Tier 4,0.09,0.11,1,1,1.05,1.03,650,800,train
L0846,L0149,synthetic,Rangriti,Kurta,Cotton,M,Like New,5,1168,Tier 1,0.05,0.06,0.9,0.9,1,1,50,60,test
L0847,L0005,synthetic,Rangriti,Kurta,Cotton,M,New,2,1018,Tier 1,0.05,0.06,1,1,1,1,50,60,train
L0848,L0176,synthetic,Being Human,Top,Linen,S,Like New,9,1027,Tier 1,0.05,0.06,0.9,0.8,1,1.03,40,50,train
L0849,L0245,synthetic,Adidas,Jacket,Polyester,M,New,2,11837,Tier 4,0.09,0.11,1,1,1.05,1,1100,1400,train
L0850,L0054,synthetic,Adidas,Activewear,Polyester,S,Like New,7,3671,Tier 3,0.07,0.09,0.9,0.8,0.95,1,180,250,train
L0851,L0314,synthetic,Flying Machine,Jeans,Denim,L,Like New,8,5302,Tier 4,0.09,0.11,0.9,0.8,0.95,1,350,400,train
L0852,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2496,Tier 2,0.06,0.07,1,1,1,1,150,170,train
L0853,L0343,synthetic,Nike,Activewear,Polyester,XS,Like New,12,10469,Tier 4,0.09,0.11,0.9,0.7,0.95,1,550,700,train
L0854,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,6,5847,Tier 4,0.09,0.11,0.9,0.9,1,1,450,500,train
L0855,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Used,9,151006,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,10300,13100,train
L0856,L0252,synthetic,Superdry,Jacket,Polyester,M,Like New,6,9383,Tier 4,0.09,0.11,0.9,0.9,1.05,1,700,900,train
L0857,L0207,synthetic,Soch,Ethnic Wear,Silk,L,Like New,5,3362,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,200,300,val
L0858,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,13,7963,Tier 4,0.09,0.11,0.9,0.7,1.1,1.05,500,650,test
L0859,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,XS,Used,6,100829,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,8100,10300,train
L0860,L0187,synthetic,Moda Rapido,Dress,Denim,M,Like New,5,971,Tier 1,0.05,0.06,0.9,0.9,1.05,1,40,50,val
L0861,L0187,synthetic,Moda Rapido,Dress,Denim,S,New,1,1015,Tier 1,0.05,0.06,1,1,1.05,1,50,60,val
L0862,L0325,synthetic,Versace,Dress,Silk,S,Used,4,32087,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2500,3100,train
L0863,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,5,17829,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,1400,1800,train
L0864,L0097,synthetic,Sabyasachi,Lehenga,Silk,L,Used,12,52176,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,3200,4100,val
L0865,L0056,synthetic,Bewakoof,Top,Polyester,S,Used,4,608,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,train
L0866,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,11,1662,Tier 2,0.06,0.07,0.7,0.7,1,1,50,60,train
L0867,L0248,synthetic,Under Armour,Activewear,Polyester,M,Used,14,11311,Tier 4,0.09,0.11,0.7,0.7,0.95,1,450,600,val
L0868,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,4,31629,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2400,3100,train
L0869,L0068,synthetic,Masaba,Dress,Silk,M,Used,6,12623,Tier 4,0.09,0.11,0.7,0.9,1.05,1.05,800,950,val
L0870,L0299,synthetic,Gucci,Jacket,Leather,M,Used,9,33985,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2300,2900,test
L0871,L0217,synthetic,Biba,Ethnic Wear,Silk,XS,New,1,4596,Tier 3,0.07,0.09,1,1,1.1,1.05,350,500,val
L0872,L0350,synthetic,Prada,Dress,Silk,S,Used,13,32753,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,1900,2500,train
L0873,L0007,synthetic,Zara,Dress,Linen,L,Like New,1,10907,Tier 4,0.09,0.11,0.9,1,1.05,1.03,950,1200,val
L0874,L0325,synthetic,Versace,Dress,Silk,M,Like New,5,31166,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3100,3900,train
L0875,L0100,synthetic,Armani,Ethnic Wear,Polyester,L,New,1,76509,Tier 5,0.11,0.14,1,1,1.1,1,9300,11800,train
L0876,L0062,synthetic,HRX,Activewear,Polyester,M,Like New,4,2167,Tier 2,0.06,0.07,0.9,0.9,0.95,1,100,120,train
L0877,L0003,synthetic,Nike,Activewear,Polyester,L,New,5,3455,Tier 3,0.07,0.09,1,0.9,0.95,1,200,250,train
L0878,L0321,synthetic,Raw Mango,Saree,Silk,L,Like New,6,22959,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2400,3000,train
L0879,L0163,synthetic,UCB,Shirt,Cotton,S,Used,4,3937,Tier 3,0.07,0.09,0.7,0.9,1,1,170,200,train
L0880,L0275,synthetic,Reliance Trends,Top,Cotton,S,Like New,8,1849,Tier 2,0.06,0.07,0.9,0.8,1,1,80,90,train
L0881,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,11,518,Tier 1,0.05,0.06,0.7,0.7,1,1,10,20,train
L0882,L0178,synthetic,Adidas,Activewear,Polyester,S,Used,8,3735,Tier 3,0.07,0.09,0.7,0.8,0.95,1,140,180,val
L0883,L0165,synthetic,Anouk,Saree,Silk,M,New,7,1969,Tier 2,0.06,0.07,1,0.8,1.1,1.05,110,130,train
L0884,L0261,synthetic,Prada,Dress,Silk,S,Like New,7,28510,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,2500,3200,train
L0885,L0050,synthetic,Fabindia,Kurta,Cotton,XL,Used,14,2386,Tier 2,0.06,0.07,0.7,0.7,1,1,70,80,train
L0886,L0295,synthetic,Tommy Hilfiger,Shirt,Cotton,S,Like New,7,9977,Tier 4,0.09,0.11,0.9,0.8,1,1,650,800,train
L0887,L0061,synthetic,Gucci,Jacket,Leather,M,Used,9,107649,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,7300,9300,train
L0888,L0038,synthetic,Armani,Jacket,Leather,S,Used,13,49662,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,3000,3800,val
L0889,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,7,28857,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,2600,3400,train
L0890,L0114,synthetic,GAP,Jeans,Denim,L,Used,11,5573,Tier 4,0.09,0.11,0.7,0.7,0.95,1,250,300,train
L0891,L0282,synthetic,Libas,Kurta,Cotton,L,Like New,8,3038,Tier 3,0.07,0.09,0.9,0.8,1,1,150,200,train
L0892,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,6,27592,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2800,3600,train
L0893,L0318,synthetic,Adidas,Jacket,Polyester,L,New,1,11018,Tier 4,0.09,0.11,1,1,1.05,1,1000,1300,val
L0894,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,8,9679,Tier 4,0.09,0.11,0.7,0.8,0.95,1,450,550,test
L0895,L0127,synthetic,Aurelia,Ethnic Wear,Cotton,XL,Like New,2,606,Tier 1,0.05,0.06,0.9,1,1.1,1,30,40,val
L0896,L0184,synthetic,Bewakoof,Top,Polyester,S,Used,7,443,Tier 1,0.05,0.06,0.7,0.8,1,1,10,10,train
L0897,L0072,synthetic,Zudio,Shirt,Cotton,M,Like New,1,444,Tier 1,0.05,0.06,0.9,1,1,1,20,20,train
L0898,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Used,7,35894,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,2400,3100,train
L0899,L0283,synthetic,Max Fashion,Jeans,Denim,S,Used,13,2803,Tier 3,0.07,0.09,0.7,0.7,0.95,1,90,120,train
L0900,L0257,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Like New,8,21189,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1900,2500,val
L0901,L0351,synthetic,Easybuy,Shirt,Cotton,M,Like New,8,1268,Tier 2,0.06,0.07,0.9,0.8,1,1,50,60,train
L0902,L0248,synthetic,Under Armour,Activewear,Polyester,L,Like New,10,9897,Tier 4,0.09,0.11,0.9,0.8,0.95,1,600,750,val
L0903,L0022,synthetic,Mufti,Shirt,Linen,L,Used,12,3026,Tier 3,0.07,0.09,0.7,0.7,1,1.03,110,140,train
L0904,L0021,synthetic,Tarun Tahiliani,Saree,Silk,S,Used,4,71453,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,5700,7300,train
L0905,L0135,synthetic,Zara,Jacket,Denim,M,Used,10,5393,Tier 4,0.09,0.11,0.7,0.8,1.05,1,300,350,train
L0906,L0193,synthetic,Anita Dongre,Saree,Silk,M,Like New,5,66038,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,6800,8600,train
L0907,L0310,synthetic,Reliance Trends,Top,Cotton,M,Like New,7,2233,Tier 2,0.06,0.07,0.9,0.8,1,1,100,110,train
L0908,L0213,synthetic,FBB,Top,Cotton,L,Used,6,2035,Tier 2,0.06,0.07,0.7,0.9,1,1,80,90,train
L0909,L0023,synthetic,Libas,Kurta,Cotton,S,Like New,6,1002,Tier 1,0.05,0.06,0.9,0.9,1,1,40,50,train
L0910,L0029,synthetic,Zara,Jacket,Denim,M,Used,7,4959,Tier 3,0.07,0.09,0.7,0.8,1.05,1,200,250,test
L0911,L0369,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Used,13,9483,Tier 4,0.09,0.11,0.7,0.7,1,1,400,500,test
L0912,L0211,synthetic,Reliance Trends,Shirt,Cotton,XL,Used,6,2908,Tier 3,0.07,0.09,0.7,0.9,1,1,130,160,train
L0913,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,11,1311,Tier 2,0.06,0.07,0.7,0.7,1,1,40,40,train
L0914,L0104,synthetic,AND,Dress,Cotton,M,Used,7,5695,Tier 4,0.09,0.11,0.7,0.8,1.05,1,300,350,train
L0915,L0315,synthetic,Mufti,Shirt,Cotton,M,Used,5,5416,Tier 4,0.09,0.11,0.7,0.9,1,1,300,400,train
L0916,L0067,synthetic,Anouk,Saree,Cotton,XS,Used,11,2237,Tier 2,0.06,0.07,0.7,0.7,1.1,1,70,80,val
L0917,L0190,synthetic,Global Desi,Saree,Silk,XS,Like New,7,1695,Tier 2,0.06,0.07,0.9,0.8,1.1,1.05,80,100,train
L0918,L0357,synthetic,Aurelia,Kurta,Cotton,L,Like New,4,3254,Tier 3,0.07,0.09,0.9,0.9,1,1,180,250,val
L0919,L0146,synthetic,Nalli,Saree,Silk,M,Like New,5,6516,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,550,650,train
L0920,L0061,synthetic,Gucci,Jacket,Leather,M,Used,7,127884,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,8700,11100,train
L0921,L0055,synthetic,Libas,Kurta,Silk,S,Used,5,1882,Tier 2,0.06,0.07,0.7,0.9,1,1.05,70,90,train
L0922,L0349,synthetic,Gucci,Jacket,Leather,M,Like New,4,34932,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3400,4400,test
L0923,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,11,11435,Tier 4,0.09,0.11,0.7,0.7,0.95,1,500,600,val
L0924,L0338,synthetic,HRX,Activewear,Polyester,S,Like New,5,5558,Tier 4,0.09,0.11,0.9,0.9,0.95,1,400,450,val
L0925,L0261,synthetic,Prada,Dress,Silk,S,Used,9,28236,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,1900,2400,train
L0926,L0326,synthetic,Zudio,Top,Cotton,L,Like New,3,1139,Tier 1,0.05,0.06,0.9,1,1,1,50,60,train
L0927,L0312,synthetic,Roadster,Jeans,Denim,S,Like New,7,4456,Tier 3,0.07,0.09,0.9,0.8,0.95,1,200,250,train
L0928,L0306,synthetic,Soch,Saree,Silk,L,Used,9,3759,Tier 3,0.07,0.09,0.7,0.8,1.1,1.05,170,200,train
L0929,L0266,synthetic,Dolce & Gabbana,Dress,Silk,S,Like New,1,28500,Tier 5,0.11,0.14,0.9,1,1.05,1.05,3100,4000,train
L0930,L0185,synthetic,Reebok,Activewear,Polyester,L,New,1,2464,Tier 2,0.06,0.07,1,1,0.95,1,140,160,train
L0931,L0181,synthetic,Red Tape,Shirt,Linen,S,Used,4,952,Tier 1,0.05,0.06,0.7,0.9,1,1.03,30,40,train
L0932,L0282,synthetic,Libas,Kurta,Cotton,L,Used,10,2951,Tier 3,0.07,0.09,0.7,0.8,1,1,120,150,train
L0933,L0116,synthetic,Under Armour,Activewear,Polyester,M,New,2,6922,Tier 4,0.09,0.11,1,1,0.95,1,600,700,train
L0934,L0209,synthetic,Libas,Dress,Linen,S,Used,12,2859,Tier 3,0.07,0.09,0.7,0.7,1.05,1.03,110,140,test
L0935,L0132,synthetic,Suta,Saree,Linen,XS,Used,6,4157,Tier 3,0.07,0.09,0.7,0.9,1.1,1.03,200,250,train
L0936,L0235,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,L,Like New,9,12122,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,900,1100,train
L0937,L0325,synthetic,Versace,Dress,Silk,M,Used,5,32881,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2500,3200,train
L0938,L0005,synthetic,Rangriti,Kurta,Cotton,S,New,2,846,Tier 1,0.05,0.06,1,1,1,1,40,50,train
L0939,L0182,synthetic,H&M,Dress,Cotton,S,Used,11,1527,Tier 2,0.06,0.07,0.7,0.7,1.05,1,50,50,train
L0940,L0103,synthetic,Soch,Ethnic Wear,Cotton,XS,Used,8,722,Tier 1,0.05,0.06,0.7,0.8,1.1,1,20,30,train
L0941,L0317,synthetic,Mango,Dress,Linen,M,Used,10,10720,Tier 4,0.09,0.11,0.7,0.8,1.05,1.03,600,700,val
L0942,L0278,synthetic,Rangriti,Kurta,Cotton,XL,Used,9,1738,Tier 2,0.06,0.07,0.7,0.8,1,1,60,70,val
L0943,L0141,synthetic,Highlander,Top,Cotton,XL,Like New,6,563,Tier 1,0.05,0.06,0.9,0.9,1,1,20,30,train
L0944,L0066,synthetic,Reebok,Activewear,Polyester,S,Like New,7,3300,Tier 3,0.07,0.09,0.9,0.8,0.95,1,160,200,train
L0945,L0202,synthetic,Zudio,Top,Cotton,M,Like New,6,1313,Tier 2,0.06,0.07,0.9,0.9,1,1,60,70,train
L0946,L0052,synthetic,Nalli,Saree,Silk,L,Like New,5,6513,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,550,650,train
L0947,L0242,synthetic,American Eagle,Jeans,Denim,S,New,2,8155,Tier 4,0.09,0.11,1,1,0.95,1,700,850,train
L0948,L0206,synthetic,Style Bazaar,Top,Polyester,XS,New,1,1290,Tier 2,0.06,0.07,1,1,1,1,80,90,train
L0949,L0121,synthetic,Roadster,Shirt,Cotton,M,Like New,7,959,Tier 1,0.05,0.06,0.9,0.8,1,1,30,40,train
L0950,L0091,synthetic,Forever 21,Top,Cotton,S,Like New,4,1721,Tier 2,0.06,0.07,0.9,0.9,1,1,80,100,train
L0951,L0154,synthetic,Manish Malhotra,Lehenga,Silk,M,Used,12,79004,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,4900,6300,train
L0952,L0131,synthetic,Fabindia,Kurta,Cotton,M,Used,10,3331,Tier 3,0.07,0.09,0.7,0.8,1,1,130,170,train
L0953,L0287,synthetic,Roadster,Jeans,Denim,M,Used,13,3599,Tier 3,0.07,0.09,0.7,0.7,0.95,1,120,150,val
L0954,L0328,synthetic,Vishal Mega Mart,Shirt,Polyester,S,Like New,3,1365,Tier 2,0.06,0.07,0.9,1,1,1,70,90,val
L0955,L0117,synthetic,Anita Dongre,Lehenga,Silk,S,Used,13,18567,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1200,1500,val
L0956,L0267,synthetic,Zudio,Top,Cotton,XL,New,1,730,Tier 1,0.05,0.06,1,1,1,1,40,40,val
L0957,L0359,synthetic,Max Fashion,Jeans,Denim,M,Like New,5,2481,Tier 2,0.06,0.07,0.9,0.9,0.95,1,110,130,test
L0958,L0281,synthetic,Aurelia,Dress,Linen,M,Like New,6,3577,Tier 3,0.07,0.09,0.9,0.9,1.05,1.03,200,300,train
L0959,L0317,synthetic,Mango,Dress,Linen,M,Like New,9,9360,Tier 4,0.09,0.11,0.9,0.8,1.05,1.03,650,800,val
L0960,L0146,synthetic,Nalli,Saree,Silk,M,New,2,7744,Tier 4,0.09,0.11,1,1,1.1,1.05,800,1000,train
L0961,L0167,synthetic,Flying Machine,Jeans,Denim,XL,Used,8,1417,Tier 2,0.06,0.07,0.7,0.8,0.95,1,50,50,val
L0962,L0234,synthetic,AND,Dress,Linen,M,New,6,7182,Tier 4,0.09,0.11,1,0.9,1.05,1.03,650,750,train
L0963,L0247,synthetic,Asics,Activewear,Polyester,M,Used,10,8668,Tier 4,0.09,0.11,0.7,0.8,0.95,1,400,500,val
L0964,L0001,synthetic,Sabyasachi,Ethnic Wear,Silk,M,Used,8,87555,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,6200,7900,train
L0965,L0252,synthetic,Superdry,Jacket,Polyester,XL,Like New,6,10460,Tier 4,0.09,0.11,0.9,0.9,1.05,1,800,1000,train
L0966,L0004,synthetic,Gucci,Jacket,Leather,S,New,1,63943,Tier 5,0.11,0.14,1,1,1.05,1.05,7800,9900,train
L0967,L0331,synthetic,Soch,Ethnic Wear,Silk,M,Like New,4,3335,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,200,300,train
